Composite.Element.REF	TCGA-02-0003-01	TCGA-02-0004-01	TCGA-02-0011-01	TCGA-02-0014-01	TCGA-02-0068-01	TCGA-02-0069-01	TCGA-02-0116-01	TCGA-02-2470-01	TCGA-02-2485-01	TCGA-06-0125-01	TCGA-06-0126-01	TCGA-06-0128-01	TCGA-06-0129-01	TCGA-06-0130-01	TCGA-06-0154-01	TCGA-06-0155-01	TCGA-06-0156-01	TCGA-06-0171-01	TCGA-06-0189-01	TCGA-06-0238-01	TCGA-06-0644-01	TCGA-06-0650-01	TCGA-06-0875-01	TCGA-06-0876-01	TCGA-06-0877-01	TCGA-06-0878-01	TCGA-06-0879-01	TCGA-06-0882-01	TCGA-06-0939-01	TCGA-06-1084-01	TCGA-06-1086-01	TCGA-06-1087-01	TCGA-06-1800-01	TCGA-06-1802-01	TCGA-06-1804-01	TCGA-06-1805-01	TCGA-06-2557-01	TCGA-06-2558-01	TCGA-06-2559-01	TCGA-06-2562-01	TCGA-06-2563-01	TCGA-06-2564-01	TCGA-06-2565-01	TCGA-06-2566-01	TCGA-06-2567-01	TCGA-06-2570-01	TCGA-06-5408-01	TCGA-06-5410-01	TCGA-06-5411-01	TCGA-06-5412-01	TCGA-06-5413-01	TCGA-06-5414-01	TCGA-06-5415-01	TCGA-06-5416-01	TCGA-06-5417-01	TCGA-06-5418-01	TCGA-06-5856-01	TCGA-06-5858-01	TCGA-06-5859-01	TCGA-06-6388-01	TCGA-06-6389-01	TCGA-06-6390-01	TCGA-06-6391-01	TCGA-06-6695-01	TCGA-06-6698-01	TCGA-06-6700-01	TCGA-06-6701-01	TCGA-08-0245-01	TCGA-08-0344-01	TCGA-08-0345-01	TCGA-08-0346-01	TCGA-08-0347-01	TCGA-08-0348-01	TCGA-08-0349-01	TCGA-08-0350-01	TCGA-08-0351-01	TCGA-08-0352-01	TCGA-08-0353-01	TCGA-08-0354-01	TCGA-08-0355-01	TCGA-08-0356-01	TCGA-08-0357-01	TCGA-08-0358-01	TCGA-08-0359-01	TCGA-08-0360-01	TCGA-08-0373-01	TCGA-08-0375-01	TCGA-08-0380-01	TCGA-08-0385-01	TCGA-08-0386-01	TCGA-08-0389-01	TCGA-08-0390-01	TCGA-08-0392-01	TCGA-12-0691-01	TCGA-12-0692-01	TCGA-12-1597-01	TCGA-12-1598-01	TCGA-12-1599-01	TCGA-12-3646-01	TCGA-12-3649-01	TCGA-12-3650-01	TCGA-12-3651-01	TCGA-12-3652-01	TCGA-12-3653-01	TCGA-12-5295-01	TCGA-12-5301-01	TCGA-14-0813-01	TCGA-14-0871-01	TCGA-14-1823-01	TCGA-15-1446-01	TCGA-15-1447-01	TCGA-15-1449-01	TCGA-16-0846-01	TCGA-16-1460-01	TCGA-19-0957-01	TCGA-19-0962-01	TCGA-19-1386-01	TCGA-19-1389-01	TCGA-19-1390-01	TCGA-19-1392-01	TCGA-19-1786-01	TCGA-19-1788-01	TCGA-19-1789-01	TCGA-19-1790-01	TCGA-19-1791-01	TCGA-19-2619-01	TCGA-19-2620-01	TCGA-19-2625-01	TCGA-19-2631-01	TCGA-19-4068-01	TCGA-19-5947-01	TCGA-19-5950-01	TCGA-19-5951-01	TCGA-19-5952-01	TCGA-19-5954-01	TCGA-19-5955-01	TCGA-19-5956-01	TCGA-19-5958-01	TCGA-19-5959-01	TCGA-19-5960-01	TCGA-26-1440-01	TCGA-26-1442-01	TCGA-26-5132-01	TCGA-26-5133-01	TCGA-26-5134-01	TCGA-26-6173-01	TCGA-26-6174-01	TCGA-27-1830-01	TCGA-27-1831-01	TCGA-27-1832-01	TCGA-27-1833-01	TCGA-27-1834-01	TCGA-27-1836-01	TCGA-27-2518-01	TCGA-27-2528-01	TCGA-28-1746-01	TCGA-28-1747-01	TCGA-28-1750-01	TCGA-28-1752-01	TCGA-28-1753-01	TCGA-28-1757-01	TCGA-28-1760-01	TCGA-28-5208-01	TCGA-28-5214-01	TCGA-32-1970-01	TCGA-32-1976-01	TCGA-32-1978-01	TCGA-32-1982-01	TCGA-32-1986-01	TCGA-32-1987-01	TCGA-32-1991-01	TCGA-32-4210-01	TCGA-32-4211-01	TCGA-32-5222-01	TCGA-41-2573-01	TCGA-41-2575-01	TCGA-41-3392-01	TCGA-41-3393-01	TCGA-41-3915-01	TCGA-41-4097-01	TCGA-41-5651-01	TCGA-74-6573-01	TCGA-76-4926-01	TCGA-76-4927-01	TCGA-76-4928-01	TCGA-76-4929-01	TCGA-76-4931-01	TCGA-76-4932-01	TCGA-76-6192-01	TCGA-76-6193-01	TCGA-76-6282-01	TCGA-76-6285-01	TCGA-81-5910-01
YWHAE|14-3-3_epsilon-M-C	-1.32764293	-1.221228311	-0.891880058	-1.209600278	-0.020482195	-1.318549688	-1.173478372	-0.678098593	-1.244068501	-1.218916097	-1.348841874	-0.995471873	-1.227721885	-1.60338868	-1.407703756	-1.426539855	-1.286079207	-0.886573134	-0.987690982	-0.931349786	-1.722240567	-1.370913432	-1.292181325	-1.262542272	-1.201627383	-1.30493123	-1.435201968	-1.232701019	-1.245430685	-1.357633197	-1.468664647	-1.324364147	-1.523369838	-1.24495071	-1.332814717	-1.222677096	-1.2561032	-1.314056626	-1.23501387	-1.381473895	-1.401552435	-1.29352637	-1.47582185	-1.274615925	-1.461671116	-1.200271306	-1.352652523	-1.259852684	-1.139755803	-1.341551409	-1.158024692	-1.194771093	-1.341278205	-1.427778243	-0.884347354	-1.121090847	-1.35434373	-1.301141358	-1.2125496	-1.128541067	-0.880432571	-1.357633197	-1.019137765	-1.281867545	-1.490319098	-1.245181978	-0.652578587	-0.739846025	-1.039343786	-1.349191911	-1.368957137	-1.195270467	-0.966122337	-0.953260783	-1.119373505	-0.802333599	-1.268842036	-1.574480096	-1.14028394	-1.467231787	-1.514159158	-0.912494272	-1.157155849	-1.092937319	-0.980912536	-1.207676476	-1.242061734	-1.240332719	-1.290137588	-1.058452704	-1.170781207	-1.436547268	-1.523171576	-1.209840251	-1.195353207	-1.382562113	-1.080225811	-1.14985632	-0.933479825	-1.229329393	-1.797341397	-1.194386685	-1.258473205	-1.280082974	-1.021752337	-0.985633564	-1.301931505	-1.587217888	-1.208652853	-1.075856698	-1.177466594	-1.404408515	-1.305130802	-0.973307372	-1.294027546	-1.431822293	-1.462877897	-1.227666132	-1.167891687	-1.11986623	-1.420664157	-1.158542463	-1.064907604	-1.165476741	-0.78256217	-1.353032954	-0.855785304	-1.109505703	-0.763112478	-1.211726779	-1.363738118	-1.029350556	-1.050815633	-1.27102789	-1.19190224	-1.187527778	-1.163756763	-1.187540104	-1.305190563	-1.163633041	-1.114350893	-1.183530431	-1.268625417	-1.243801444	-1.198955239	-1.454014848	-1.188714273	-1.309438833	-1.267804078	-1.228350198	-1.05293943	-0.917392728	-1.162017904	-1.350505103	-1.222512248	-1.08796053	-1.150209195	-1.176406549	-1.143954591	-1.118314461	-1.077619139	-1.394243978	-1.248384376	-1.206875103	-1.16380692	-1.534544047	-1.223634698	-1.442291244	-1.216219432	-1.278336785	-1.311425254	-1.209801908	-0.953244088	-1.222592066	-1.427905902	-1.391477946	-1.487548758	-1.160787119	-1.273946719	-1.465883806	-1.534900826	-1.10449716	-0.962393203	-1.373617761	-0.923010747	-1.132707164	-1.171464926	-1.256412927	-1.091010511	-0.966827316	-1.379912732	-1.061745817	-1.359119249
EIF4EBP1|4E-BP1-R-V	-2.086668514	-2.21368516	-1.588405958	-1.61046851	-2.230901393	-1.613014359	-1.061668539	-1.845450517	-2.194865421	-2.249123472	-2.187408921	-1.137387222	-1.732618833	-1.961252045	-2.006213127	-2.031177043	-2.215951756	-1.161210428	-1.979247853	-1.778376067	-1.835723913	-2.426748659	-1.787155966	-1.98438279	-2.118375074	-1.936023595	-2.136252421	-2.5636005	-2.357922373	-1.272562828	-1.869711135	-1.359943767	-2.054288785	-2.171520055	-2.442325722	-2.251969915	-2.172033817	-2.151460475	-1.568256265	-2.369538171	-2.091055747	-2.285197366	-2.194654223	-2.241407225	-1.959686191	-2.397453574	-2.166657494	-2.076424154	-2.312236423	-1.92950575	-2.047331812	-2.144081723	-2.06214575	-1.868269228	-1.947243551	-1.922648588	-2.072195405	-1.831049817	-2.009853388	-2.163511166	-2.202721296	-2.055028023	-2.308750695	-2.225910945	-2.026969582	-2.243429133	-2.0006486	-1.090393146	-1.672568693	-2.17181606	-2.489614554	-2.606251236	-1.846226113	-2.120833104	-1.76321454	-2.076621337	-1.921267514	-1.632629473	-1.87382958	-2.312500634	-2.291225194	-2.174680659	-1.894724035	-2.292393893	-1.999729133	-2.063359453	-2.084628622	-2.320489749	-2.059095973	-2.05522156	-1.911970402	-1.969834172	-1.956537781	-2.041934324	-2.13068296	-1.94482629	-2.019221371	-2.295938709	-0.860023857	-2.203027491	-1.158928433	-2.279248134	-1.823189298	-1.581154949	-1.780905324	-1.650851333	-2.245539146	-1.204019204	-1.924291294	-2.333530628	-2.178797548	-2.505510411	-2.39105237	-2.07936876	-2.195067367	-2.301799639	-2.070072408	-2.010264847	-2.349247309	-1.294812468	-2.496532805	-2.721286861	-2.10269874	-2.002758169	-2.077972309	-1.818896585	-2.384197457	-1.304616992	-1.761506656	-2.119725436	-2.025645643	-2.280991175	-1.8285423	-2.129418569	-2.154838969	-2.34076081	-1.762436971	-2.134413284	-2.357723109	-1.796972128	-2.115971346	-1.615700314	-1.735429705	-1.480002711	-1.980212408	-2.286841254	-2.176714556	-2.177116266	-2.206642362	-1.890624497	-2.285365824	-1.500172433	-2.215589289	-2.404547686	-1.807975756	-1.700319696	-2.118381377	-2.339682833	-1.991748376	-1.677685896	-1.930347298	-2.153617115	-2.196551904	-1.972846339	-2.050899274	-2.180562325	-1.626498649	-1.893799489	-2.212849373	-1.856512743	-2.216479752	-1.798059912	-1.636748185	-2.234785261	-2.23102836	-1.940289351	-2.339647849	-2.213016146	-2.0963996	-2.143651329	-1.971805341	-2.097291803	-1.919848321	-2.421798956	-2.200287121	-2.032605709	-2.067974093	-2.204119756	-2.54499934	-2.208463236	-1.673276494	-1.962687937	-1.892338951
EIF4EBP1|4E-BP1_pS65-R-V	-0.753664372	-1.012254218	-0.579128727	0.251651284	-0.857013273	-0.064510568	-0.917310223	-0.732144764	-0.588277962	-0.507816593	-0.323927164	-1.011378575	-0.603299508	-0.691424824	-0.900017103	-0.832189015	-0.541924201	-0.999583865	-1.200336852	-0.937864078	-0.856426629	-0.639518389	-0.631075736	-0.789309449	-0.706247695	-0.813575326	-0.803811573	-0.926177005	-1.026193841	-0.598556179	-0.864801144	-0.110368627	-0.942075695	-0.73747959	0.126880363	-0.552881045	-0.950582777	-0.102073371	-0.760159004	-0.646607543	-0.482935704	-0.179945186	-0.659767821	0.112499593	-0.605805633	-0.175996817	-0.87114329	-0.764860286	0.210294746	-0.775861984	-0.798798871	-0.982637228	-0.158296192	-0.584986393	-0.850616605	-0.807731363	-0.709777655	-0.747575892	-0.93529569	0.044811822	-1.118848715	-0.764319664	-0.2797725	-0.524386007	-0.682272527	-0.635100646	-0.664013775	-0.925385014	0.337570033	-0.765579694	-0.719855526	-0.576312279	-0.717832175	-0.684189678	-0.441118561	-0.219084932	-0.982317242	-0.788025513	-1.073905581	-0.752053343	-0.763440018	-0.498555433	-1.046167615	-0.571305651	-0.743071906	-0.469223067	-0.876706359	-1.048164347	-0.814854082	-0.01094768	0.14663138	-0.12016092	-0.639823385	-0.832619075	-1.317951563	-0.439619787	-1.037488457	-0.681668044	-0.272527113	-0.599223435	-0.806057052	-1.159791268	-0.742939189	-0.920404672	-1.035454816	-1.006760956	-0.440982556	-0.447344182	-1.071912003	-0.746040645	-0.940399321	-0.525028624	-0.267648931	-0.820044709	-0.650792552	-0.112938902	-0.37319925	-0.683303139	-1.019030656	-0.523900115	0.04672832	-0.171672743	-0.03557094	-1.053254932	-0.700311044	-0.400457069	-0.420295725	-0.85870988	-1.092564536	-0.684597952	-0.750918702	-0.419881563	-0.890244999	-1.077778887	-1.020963237	-0.51847075	-0.14170772	-0.378790576	-1.354457001	-0.725638982	-0.861184855	-0.516579724	-0.888725219	-0.77246394	-1.030275326	-0.394613015	-0.255723706	-0.989235218	-0.916778802	-1.250854947	-0.945248627	-0.884405339	-0.109673659	-0.892802077	-0.782701957	-0.409794844	-0.701727918	-0.793513193	-0.617095802	-1.040130311	-1.008684031	-0.459360692	-0.700340593	-0.796304275	-0.54028376	-0.731412477	-0.866613471	-0.67966521	-0.897095204	-0.264000191	-0.925329121	-0.622617209	-1.283876804	-0.796100429	-0.254171588	-0.726271878	-0.299376692	-0.552819292	-0.889050387	-0.230963273	-0.666618445	-1.041518419	-0.884076804	-0.869141929	-1.0040401	-0.799610889	-0.442305554	-0.670961707	-0.651117645	-0.84478429	-1.320405113	-0.858036074	-0.76366474
EIF4EBP1|4E-BP1_pT37-R-V	-0.268998756	0.098933273	0.618820865	1.975256479	0.568021218	2.139728412	-0.587954547	0.42264998	1.376893004	0.644226477	1.18834519	-0.534873649	0.821996753	-0.021867856	0.846197549	0.344233792	1.821300989	-0.508585834	-0.757441742	-0.942320135	0.783155792	-0.463675863	1.521270235	1.025985897	0.752831719	1.159397835	0.696014116	0.187922637	-0.118506616	0.383431312	0.484630532	1.439867367	0.680646193	0.747595491	0.547790894	0.674049851	0.270758668	1.054707017	0.449455122	0.696505252	0.960140014	0.734558595	2.114453691	0.224983385	-0.102791798	1.230311521	1.484323394	-0.474782795	1.561670586	-0.260951119	1.124762348	0.634541509	0.368468057	1.070107926	-0.540619921	0.197321295	1.026302099	0.409439093	0.450681382	0.440494196	0.4939008	-0.047990379	-0.117413302	0.450356259	0.368631858	-0.156771915	-0.11311438	-0.190805766	2.112524993	0.488208711	0.263933992	1.132706803	1.256553563	-0.048777362	0.421962329	0.806672283	-0.084019312	0.36995662	-1.085665203	0.420377579	0.92486162	1.691667922	-0.205241324	1.046212226	1.271572166	1.329322634	1.104253492	0.45104583	0.759988845	0.861847076	1.238406915	0.62063904	0.445470988	0.771934835	-0.090511512	1.758730488	-0.031768802	0.728077155	0.055895043	0.531813738	0.224412911	0.119731631	2.126327233	0.718097239	-0.025000392	2.107662889	1.171896948	1.113084085	0.61230668	-0.194902467	-0.630723885	0.758337418	0.683033643	0.844297102	1.459775724	0.97857707	1.471987259	-0.765676786	1.054729641	1.456149211	0.903671408	1.649549876	0.485316862	0.073327807	0.00115087	0.208983536	0.194011733	-0.667566773	-0.998068756	1.420561217	-0.407681657	0.417524461	0.746232711	-0.442492866	0.981610661	0.487984096	1.716168203	-0.508909839	0.367365069	0.64984208	0.441189465	0.610792876	0.167339922	0.549601479	-0.036632207	0.357697411	1.365592252	0.763194353	-0.035605065	-0.629497016	0.65740033	-0.446277465	0.64672328	-0.094021758	0.238118593	1.940379328	0.292196925	0.173065065	0.545686133	1.941494477	0.346847115	0.346553581	0.462927504	-0.390065258	1.0576456	1.459189837	0.134151798	-0.040467859	0.287320978	0.951906853	0.068574803	1.859333825	-0.999697966	0.417784642	1.541576927	1.540831591	0.523636666	0.728241365	0.676638428	0.955084603	1.785933953	-0.566474877	-0.014499834	0.219872588	-0.965085125	1.06549503	2.007325028	1.602461629	0.056578765	-0.360424419	-0.717463905	0.443405276	0.823037592
EIF4EBP1|4E-BP1_pT70-R-C	-0.525460274	-0.825272966	-0.857581058	-0.795525382	-1.042769877	-0.499334345	-0.815475797	-0.811122813	-1.067941247	-0.777945004	-1.29338249	-0.922143198	-1.064698825	-0.67005453	-0.795293276	-0.906499892	-0.892403456	-0.912016498	-0.36975691	-0.90319199	-0.510440475	-0.2625573	-0.726569235	-0.97901427	-0.933920829	-0.99699044	-0.831846497	-0.84601096	-0.915138581	-0.345091169	-0.750806146	-0.594857568	-0.899134409	-0.704008456	-0.997334352	-0.757533826	-0.3187039	-1.003697036	-1.026677259	-0.771470144	-0.982390793	-1.083157735	-0.882468949	-1.138654495	-0.914120735	-0.999425173	-1.031121826	-0.594544219	-1.05962606	-0.6593899	-0.925103519	-0.945373514	-0.744263767	-0.704004979	-1.138173155	-0.891278057	-0.964733364	-0.697478334	-0.93456756	-1.130018596	-0.80901403	-1.107251479	-0.993231115	-1.092271863	-0.746600312	-1.000969756	-1.110175738	-0.766740047	-1.000635476	-0.895611189	-0.866348841	-0.913390757	-0.576034949	-1.102788915	-0.878961855	-1.143820318	-0.470028515	-0.627741087	-0.821289201	-0.72785744	-1.115285182	-0.926896953	-1.044377567	-1.064578821	-0.886742398	-0.712593199	-0.782048302	-1.17963814	-1.034358035	-0.806563578	-1.114702839	-0.915591957	-0.814667676	-1.249150568	-0.893165249	-0.709396424	-0.816817653	-1.004786766	-0.567000775	-1.144802019	-1.021315581	-0.692748145	-0.859415824	-0.903659629	-0.906304466	-1.00022995	-0.998821603	-0.640973429	-0.948866321	-1.077725884	-0.746159516	-0.810322838	-0.996972033	-0.815126253	-0.78730271	-0.894486426	-1.10349458	-0.742205861	-0.716101763	-0.625127977	-1.281781763	-1.180386011	-1.107819564	-0.502674709	-1.140559462	-1.354840265	-1.26541928	-0.559337865	-0.57378637	-0.9991388	-0.466022435	-1.231246263	-0.997986187	-0.745365344	-0.826265635	-0.900063872	-0.805020643	-1.060027237	-0.832284196	-1.026284406	-1.074603166	-1.138523467	-0.732522799	-0.604473093	-0.768792826	-1.041456983	-0.914870612	-1.003638091	-0.803751658	-0.828506161	-0.93396799	-0.960823622	-1.175781139	-0.914477636	-0.77960302	-1.052283131	-1.087148192	-1.013169187	-0.715311107	-0.802682104	-0.772135782	-0.880311777	-0.741720253	-0.95176265	-1.099374683	-0.711341433	-0.826649503	-0.845111293	-0.562262457	-0.639717346	-1.098343648	-0.844108593	-0.657772187	-1.0232774	-0.946095348	-0.909848477	-1.032291186	-1.057869176	-0.72935419	-0.772249029	-0.790460836	-0.557156279	-0.887807049	-0.902419452	-0.601630945	-1.093058337	-1.077617717	-1.10810405	-0.939612409	-0.896362045	-0.934415668	-1.008290109	-1.063036294
TP53BP1|53BP1-R-C	0.79156608	-0.02750175	0.348596394	1.698367635	-0.4017518	1.809993199	-0.995132342	-0.469888318	1.115745438	2.024487807	1.731796104	-0.849799255	1.672570617	0.949285037	1.726088911	1.822657419	1.720632762	-1.130019104	-0.594823635	1.330830762	1.078716693	0.313468806	1.474388127	2.3589451	1.487267925	1.800345275	1.47236035	1.20250772	1.769983254	-0.096670556	2.118183344	2.17958991	1.602779635	0.620597979	1.523173686	1.132982523	1.17757032	0.948799642	2.018378617	0.827200241	1.703475829	0.948473939	1.76684836	1.646390901	0.954150263	1.850751059	2.111412774	0.800612763	1.469745341	0.969452894	1.109368696	0.916090858	0.905135738	1.558672701	2.015021656	1.956023661	1.874991543	1.674412487	0.894984691	1.633494171	1.842991459	1.62383259	1.806581223	1.259294595	1.976850987	1.175502918	0.875423939	-1.056698903	2.936174679	1.889549609	0.977116694	1.27553355	0.614370056	1.02489923	2.118540232	0.870869105	0.309525912	1.120357333	0.870131464	1.560250123	1.532213454	1.781167643	2.050824	1.082280504	1.778924375	1.067975057	1.119456022	1.993810433	1.582339721	1.292819353	2.392885526	1.328928327	1.15824986	1.444844406	0.119063596	1.836356781	1.502180285	1.730804513	0.700163265	1.511521398	0.882792862	0.834511959	2.101129011	3.094327308	1.803826545	1.632262636	1.316254533	2.893346475	2.21689627	1.760875435	1.10116555	1.108503629	0.455351749	1.786514851	1.591154708	0.556632106	1.732427095	0.44761388	1.155284411	1.899334174	1.487377268	0.743496724	1.272448902	0.113403438	2.389876034	2.723256244	1.143951729	0.170630823	0.034007013	2.201933386	0.800874896	1.653568846	1.977115033	1.272447281	1.678663559	0.806349979	2.220779211	1.661963753	1.597702375	1.518639979	2.005975226	1.053346052	1.926085332	1.688661618	1.000543101	1.566086954	1.049111479	1.027842953	1.823466617	1.435208492	0.295396689	1.217369327	0.486155335	1.090950111	0.232770125	1.588318092	1.763435763	0.649915069	1.55785436	1.020058035	0.891762282	1.354367888	1.744398062	0.509540998	1.992803793	1.249921753	1.146655492	0.731194139	0.873292624	1.877765064	1.414167897	1.81084468	-0.16150037	1.155106976	1.186242	1.218381661	0.840930236	0.860631072	1.121257644	1.434809524	0.738731095	0.541720051	0.783756382	1.094251982	-0.178437513	1.694139081	2.437295816	1.842393634	0.742505488	0.638618628	1.172868954	1.708898817	2.060369659
ACACA|ACC1-R-C	0.953049287	0.824780897	1.948840177	1.501133874	2.468771596	1.281908728	2.526272529	-0.555623278	1.894205596	1.502512476	1.66826651	2.045481925	2.047952258	1.365614333	1.75361983	1.528926408	1.729680853	2.269723907	-0.270951856	2.212146456	2.163405308	1.124133131	2.215031736	2.747055759	1.644356121	1.379555983	2.346642622	1.279902352	2.039811552	0.212005801	1.385668518	2.498781419	1.723439819	1.375437838	1.978519158	1.6280218	1.407114565	1.967658066	2.614513939	2.442177765	2.445722647	2.149128465	1.517296289	2.28875719	1.235499064	2.035600579	1.985095042	1.553024816	2.229173561	1.353324071	1.998031343	1.434840909	1.644797162	1.642486542	2.829650066	2.057793121	2.17870997	2.389908639	2.92257272	2.555027106	1.775209085	2.473078219	1.081007928	1.650065028	2.193926006	1.972198	1.920679376	2.147630934	3.209390735	2.120814708	1.84915423	1.563749202	1.337771566	1.397740045	2.096934284	1.844040102	0.226517879	0.531415582	0.990948932	1.589950084	1.681584732	1.856200723	1.292457246	2.058159968	2.373487986	1.557137869	1.191337764	2.64314548	1.752903507	1.664667208	1.968665947	1.900662754	2.018813821	2.438058469	2.116179141	1.453698387	1.94081312	2.372289258	0.935868732	2.308966326	0.709646926	2.213950845	2.567944735	2.365088056	1.783474889	2.355708015	3.01602246	2.293051535	1.83110867	2.248364359	1.385982667	2.414462361	2.351361939	1.948322578	1.83351312	2.087898616	2.257675737	1.748184405	1.763227674	2.281561452	1.95082944	1.721409563	1.961203189	1.127988948	2.370720999	3.364190715	1.69653579	0.769806446	1.499310892	2.412202828	1.425594094	1.525705312	2.286411232	1.26741252	1.525933465	1.677829889	1.938405145	2.15790825	1.195037528	1.699733925	2.233130626	1.819067512	1.600287174	2.378722871	2.046825055	1.793138596	2.185433046	1.856649721	2.42162298	2.326285783	1.354591143	2.236766914	1.965294238	1.876512978	1.012128787	2.297575004	1.97343393	2.005076466	1.990209784	-1.054283967	0.07152923	1.585045833	1.750102126	1.342322537	2.150238287	2.329753351	1.648737427	0.739635647	0.548900125	1.831906562	1.823499364	1.664795072	1.107030504	1.767857977	2.229979219	2.118560943	1.558578995	1.443520514	1.630901915	1.339996766	2.312180397	0.73016269	1.340665798	1.275653003	0.519256844	2.559724397	2.651238361	2.302033753	1.327255424	1.361434602	2.173950879	1.855443006	2.34588975
ACACAACACB|ACC_pS79-R-V	-2.527276784	-2.691313673	-2.087372493	-2.299507671	-0.904404774	-2.745794762	-0.376808473	-3.397007425	-1.727161143	-1.870347228	-1.673276203	-0.522845028	-1.656031599	-2.043443775	-1.801108832	-1.846011746	-1.352399428	-0.487118708	-3.502618639	-2.559286458	-1.62391166	-2.203979564	-1.541232274	-1.370806043	-1.920499345	-1.808839438	-1.487382367	-2.481646401	-1.228109626	-2.640636623	-2.15846203	-1.084032501	-1.642001901	-2.637384537	-1.69781625	-1.737661373	-2.131621969	-1.611531577	-1.345962631	-1.46644265	-1.159405888	-1.671793165	-1.974473167	-1.513526413	-1.997324573	-1.639143993	-1.864240911	-2.326968196	-1.613171861	-2.238682371	-1.894673561	-2.142101353	-1.922174277	-1.919664052	-1.860163128	-1.507685295	-1.234826634	-1.357075999	-0.8352011	-1.123843803	-1.903158614	-1.032223594	-2.486910028	-1.727295651	-1.604587976	-1.716734154	-2.136566732	-0.500149496	-0.804899962	-1.706049296	-1.949859067	-2.317359388	-2.519813833	-2.115181851	-1.560620899	-2.322971854	-3.041769522	-2.446275157	-2.445546963	-1.871697464	-2.011005535	-2.285339033	-2.159832722	-1.671273659	-1.918903468	-2.107725574	-2.123690454	-1.983180557	-1.927582706	-2.068116999	-1.916749191	-1.941958957	-1.444158971	-1.274487907	-2.005416762	-2.106906767	-1.458937743	-1.274395288	-2.343251587	-1.412490646	-1.790285646	-1.402910762	-1.389065396	-1.496579928	-2.028699538	-1.742540707	-1.301971227	-1.284681726	-1.801259237	-1.25687664	-2.257540414	-1.411017571	-1.395049466	-1.606270164	-2.014656684	-1.619406532	-1.750958228	-1.648174661	-1.803427537	-1.272064735	-1.725792722	-1.789782936	-1.772317027	-2.303412852	-1.227927353	-0.548459469	-1.724271233	-1.624795981	-1.642583451	-1.166475135	-1.914441616	-1.76399981	-1.275360359	-2.016811859	-1.625805467	-1.613257526	-1.903347825	-1.879392263	-2.365111312	-1.67528497	-1.282480819	-1.592249909	-1.809017735	-1.066499671	-1.926971129	-1.610061747	-1.688263902	-1.634540598	-1.035330992	-1.439830569	-1.982373111	-1.346724283	-2.167324839	-1.717993736	-2.333406393	-1.374550649	-1.471281782	-1.74068572	-1.907472198	-3.744886964	-3.259585225	-1.772636852	-1.714300603	-2.330951581	-1.606555708	-1.339334906	-2.036997304	-2.745269133	-3.074732611	-1.592365236	-1.761136849	-1.888051273	-2.268105398	-1.947106737	-1.37133435	-1.393189603	-1.903259403	-2.441872991	-2.222080909	-2.176942047	-1.65906784	-2.458261722	-2.150911148	-2.258949776	-2.777931609	-1.899410267	-1.450255737	-1.313290083	-2.230740331	-2.289517558	-2.204076695	-2.096812413	-1.180074184
